"Passenger road vehicle fleet and rate per thousand inhabitants at 31 December by vehicle category"

"Measurement","Vehicle category","Country","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"per 1000 inhabitants","Mopeds","Sweden",..,..,..,..,..,..,..,..,1,2,3,5,6,8,9,10,10,8,8,8,8,8,8,8,8,8,9,10,10
"per 1000 inhabitants","Mopeds","Switzerland",..,..,45,42,39,37,34,30,27,28,23,25,21,20,19,18,18,18,18,18,18,19,19,17,22,24,25,27,28
"per 1000 inhabitants","Mopeds","Tajikistan",..,..,..,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Mopeds","Turkiye",..,..,..,..,..,..,..,..,..,..,..,8,9,9,9,9,9,8,8,8,7,7,7,7,7,7,8,9,..
"per 1000 inhabitants","Mopeds","Turkmenistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Mopeds","Ukraine",..,..,..,..,..,..,2,2,2,1,1,1,1,1,1,1,..,1,4,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Mopeds","United Kingdom",3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,..,1,1,1,1,..,..,1
"per 1000 inhabitants","Mopeds","United States",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Mopeds","Uzbekistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Albania",..,..,2,2,1,1,1,1,1,1,1,2,2,4,5,6,7,..,..,..,..,..,..,..,..,..,..,5,5
"per 1000 inhabitants","Motorcycles","Andorra",..,..,..,..,..,..,..,139,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Armenia",3,3,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Austria",..,..,22,24,27,30,33,35,37,36,38,39,40,40,42,44,45,47,49,51,53,55,56,58,59,61,66,68,71
"per 1000 inhabitants","Motorcycles","Azerbaijan",2,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,..,..
"per 1000 inhabitants","Motorcycles","Belarus",..,45,50,53,55,56,..,..,..,..,..,..,46,..,..,39,38,36,40,42,41,43,44,44,44,45,46,..,..
"per 1000 inhabitants","Motorcycles","Belgium",..,..,20,21,22,24,26,27,29,30,31,31,33,34,35,36,37,38,39,40,40,41,41,42,42,43,43,44,45
"per 1000 inhabitants","Motorcycles","Bosnia and Herzegovina",..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,2,..,2,2,2,2,2,2,2,3,3,..,3,4
"per 1000 inhabitants","Motorcycles","Bulgaria",..,..,..,28,28,28,29,..,..,30,..,12,13,6,7,8,9,9,10,11,11,12,13,14,15,16,17,18,19
"per 1000 inhabitants","Motorcycles","Canada",11,11,10,10,10,10,9,10,10,11,12,13,14,15,16,17,18,18,18,19,19,19,20,20,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Croatia",..,..,2,3,4,4,4,5,6,7,8,9,10,12,13,15,15,15,15,14,14,14,15,16,17,18,19,20,22
"per 1000 inhabitants","Motorcycles","Cyprus",..,..,20,18,18,18,18,18,19,18,20,21,22,23,25,28,29,29,28,29,29,31,30,31,32,32,33,33,35
"per 1000 inhabitants","Motorcycles","Czechia",..,..,39,89,90,90,78,73,74,75,74,74,78,80,83,86,86,88,90,93,93,95,99,102,104,107,109,112,114
"per 1000 inhabitants","Motorcycles","Denmark",9,9,10,11,11,12,13,14,15,15,16,18,..,22,25,26,27,27,27,27,27,27,27,27,27,28,28,28,29
"per 1000 inhabitants","Motorcycles","Estonia",..,..,2,3,4,4,5,5,5,5,6,7,8,9,11,13,14,15,16,17,19,21,..,24,25,26,28,29,31
"per 1000 inhabitants","Motorcycles","Finland",13,13,13,13,13,14,15,18,20,22,25,27,30,33,36,38,40,42,44,45,46,47,47,48,49,49,50,51,52
"per 1000 inhabitants","Motorcycles","France",13,13,15,12,13,14,15,16,17,17,18,18,19,20,..,42,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Georgia",..,..,..,3,2,2,..,..,..,..,..,0,0,0,0,0,..,1,..,1,1,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Germany",23,26,28,30,33,36,39,42,44,45,46,47,48,49,44,45,47,48,49,50,50,51,52,52,53,54,54,56,57
"per 1000 inhabitants","Motorcycles","Greece",..,..,45,49,54,59,66,72,79,84,89,95,..,..,118,125,130,135,138,141,143,146,150,153,154,148,150,153,157
"per 1000 inhabitants","Motorcycles","Hungary",..,..,15,15,13,9,9,9,9,10,10,11,12,20,20,14,14,14,15,15,16,16,17,17,17,18,19,20,21
"per 1000 inhabitants","Motorcycles","Iceland",..,..,7,7,7,7,7,11,11,10,10,10,14,19,26,28,30,30,31,32,32,31,31,32,24,31,28,28,27
"per 1000 inhabitants","Motorcycles","Ireland",..,..,7,7,7,7,7,8,9,8,9,9,8,8,8,8,8,8,7,7,7,7,7,8,8,8,8,9,9
"per 1000 inhabitants","Motorcycles","Israel",5,6,6,6,6,7,7,7,7,6,11,11,7,7,9,10,..,..,..,..,..,..,..,..,15,16,16,16,..
"per 1000 inhabitants","Motorcycles","Italy",..,..,45,45,46,48,52,59,65,71,76,79,85,91,95,99,103,105,107,108,107,108,109,110,111,113,115,118,121
"per 1000 inhabitants","Motorcycles","Kazakhstan",..,..,..,..,..,13,10,7,6,5,5,..,4,3,3,3,..,4,3,5,5,0,3,1,2,2,2,..,..
"per 1000 inhabitants","Motorcycles","Kyrgyzstan",16,11,13,7,6,5,4,4,2,2,2,2,2,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Latvia",..,..,6,8,8,8,8,9,9,10,10,11,11,12,14,16,16,8,8,9,9,10,11,10,11,12,14,16,17
"per 1000 inhabitants","Motorcycles","Liechtenstein",..,..,49,53,57,60,64,66,68,69,70,74,89,81,84,88,91,95,96,97,99,102,104,109,111,113,112,114,117
"per 1000 inhabitants","Motorcycles","Lithuania",..,..,6,5,5,5,6,6,6,6,6,7,7,8,9,11,12,13,14,15,16,8,9,10,11,12,14,16,19
"per 1000 inhabitants","Motorcycles","Luxembourg",..,..,21,21,22,23,25,26,27,29,31,31,30,32,31,31,35,31,31,31,32,32,33,33,39,40,40,43,43
"per 1000 inhabitants","Motorcycles","Malta",..,..,46,31,36,29,31,32,33,34,34,32,30,31,33,35,35,36,38,37,39,42,45,51,54,56,58,60,66
"per 1000 inhabitants","Motorcycles","Monaco",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,238,..,..,..,..,..,..,..,..,..,..,..,..,210
"per 1000 inhabitants","Motorcycles","Montenegro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,8,9,10,9,10
"per 1000 inhabitants","Motorcycles","Netherlands",..,..,20,23,24,25,26,28,29,31,32,33,34,35,36,37,38,38,39,39,39,39,39,39,39,37,39,40,39
"per 1000 inhabitants","Motorcycles","North Macedonia",2,1,1,1,2,2,2,2,2,1,1,..,1,2,2,4,4,4,4,4,4,4,5,6,7,6,6,6,..
"per 1000 inhabitants","Motorcycles","Norway",8,9,10,12,14,16,17,19,20,21,22,23,24,25,27,28,29,30,31,31,32,33,34,35,36,36,37,41,42
"per 1000 inhabitants","Motorcycles","Poland",..,..,24,23,22,21,21,21,22,23,22,22,20,21,22,24,25,26,28,29,30,31,33,35,37,39,41,44,46
"per 1000 inhabitants","Motorcycles","Portugal",..,..,22,24,27,30,32,34,36,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Republic of Moldova",..,..,35,32,31,32,27,25,22,22,14,4,5,5,5,6,7,7,8,9,18,9,9,9,10,10,11,..,..
"per 1000 inhabitants","Motorcycles","Romania",..,..,5,5,5,5,5,5,5,5,5,5,9,1,1,3,4,4,4,4,5,5,5,6,6,7,7,8,9
"per 1000 inhabitants","Motorcycles","Russian Federation",66,65,64,58,53,49,43,..,38,34,31,27,26,23,23,21,18,17,17,18,17,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","San Marino",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Serbia",..,..,..,..,..,..,..,..,..,..,..,..,2,3,3,4,5,5,5,5,5,5,..,..,..,..,..,6,..
"per 1000 inhabitants","Motorcycles","Slovakia",..,..,15,15,15,19,8,9,9,9,9,10,10,11,12,13,10,11,12,13,14,15,16,18,19,20,21,23,24
"per 1000 inhabitants","Motorcycles","Slovenia",..,..,4,4,4,5,5,6,6,6,6,6,7,9,17,21,23,24,24,25,25,26,28,30,31,32,34,35,36
"per 1000 inhabitants","Motorcycles","Spain",..,..,33,33,33,34,35,36,36,37,36,38,41,46,51,54,56,58,60,61,62,64,66,69,71,74,77,79,82
"per 1000 inhabitants","Motorcycles","Sweden",6,6,7,9,10,11,14,16,18,20,21,23,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,30,30
"per 1000 inhabitants","Motorcycles","Switzerland",..,..,52,54,57,61,64,68,71,74,77,78,79,81,81,83,82,83,84,85,85,85,86,86,86,87,87,89,91
"per 1000 inhabitants","Motorcycles","Tajikistan",..,..,..,13,8,8,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Turkiye",12,13,13,14,14,..,15,16,16,16,16,18,21,26,29,31,32,24,25,24,29,30,31,31,32,32,33,33,..
"per 1000 inhabitants","Motorcycles","Turkmenistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","Ukraine",..,..,..,55,52,50,47,44,40,35,27,23,21,17,15,14,..,10,22,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motorcycles","United Kingdom",11,11,11,12,13,14,15,16,17,19,20,19,18,19,19,19,19,18,18,18,18,..,18,18,18,18,..,..,19
"per 1000 inhabitants","Motorcycles","United States",15,14,15,14,14,14,15,15,17,17,18,20,21,22,24,25,26,26,27,27,27,26,27,27,27,27,..,25,..
"per 1000 inhabitants","Motorcycles","Uzbekistan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Albania",..,..,19,22,28,29,32,37,44,49,58,63,65,75,80,90,96,101,104,103,118,131,140,152,145,160,175,190,211
"per 1000 inhabitants","Passenger cars","Andorra",..,..,..,..,..,..,..,633,..,..,..,..,..,..,..,..,..,..,..,..,315,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Armenia",83,81,79,76,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Austria",..,..,452,464,475,487,502,511,520,493,499,503,505,509,512,515,523,531,538,544,548,550,550,552,557,563,568,571,574
"per 1000 inhabitants","Passenger cars","Azerbaijan",35,36,36,35,35,36,38,41,42,43,45,48,56,64,71,79,85,90,95,103,112,116,117,..,117,118,122,..,..
"per 1000 inhabitants","Passenger cars","Belarus",76,86,93,102,112,127,..,..,..,..,..,..,184,..,..,234,257,274,290,290,292,310,320,324,327,334,342,..,333
"per 1000 inhabitants","Passenger cars","Belgium",..,..,422,427,434,440,448,456,461,463,465,468,469,472,475,479,481,484,490,490,492,496,499,504,509,512,513,510,511
"per 1000 inhabitants","Passenger cars","Bosnia and Herzegovina",..,..,16,21,..,..,..,..,..,..,..,..,99,..,..,117,181,189,192,196,203,210,234,236,252,263,269,268,282
"per 1000 inhabitants","Passenger cars","Bulgaria",..,..,196,204,208,219,232,244,264,276,295,313,328,230,272,310,330,345,367,384,401,417,441,441,392,395,406,413,412
"per 1000 inhabitants","Passenger cars","Canada",451,453,450,448,451,461,544,451,458,454,468,448,458,456,467,481,592,597,863,596,607,614,619,622,621,625,625,625,631
"per 1000 inhabitants","Passenger cars","Croatia",..,..,154,183,206,221,235,250,276,285,298,308,319,331,350,360,358,354,354,338,340,348,356,372,386,407,424,431,454
"per 1000 inhabitants","Passenger cars","Cyprus",..,..,338,343,350,367,374,386,399,406,422,460,481,497,536,564,571,558,552,550,551,561,575,597,613,633,649,648,658
"per 1000 inhabitants","Passenger cars","Czechia",..,..,295,309,329,339,335,335,345,358,363,374,387,400,415,424,423,427,437,448,450,459,485,502,523,541,555,565,569
"per 1000 inhabitants","Passenger cars","Denmark",312,309,321,330,337,343,346,347,350,351,419,427,354,372,379,382,384,390,395,400,406,413,421,430,439,448,456,467,476
"per 1000 inhabitants","Passenger cars","Estonia",..,..,265,285,304,324,333,331,292,290,316,345,363,410,390,412,408,415,432,454,476,496,515,534,552,566,600,609,621
"per 1000 inhabitants","Passenger cars","Finland",370,368,372,379,379,392,403,412,417,422,436,449,463,476,486,508,520,536,553,561,571,581,590,605,617,629,643,652,657
"per 1000 inhabitants","Passenger cars","France",413,420,422,427,435,446,454,461,468,472,475,477,477,478,480,479,485,487,486,489,498,491,486,562,568,567,567,566,568
"per 1000 inhabitants","Passenger cars","Georgia",97,91,77,72,61,61,60,60,62,63,65,78,87,99,111,131,..,152,165,180,199,221,240,261,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Germany",479,490,497,503,508,512,520,537,544,547,552,557,567,574,508,512,519,527,535,540,544,548,552,556,562,568,574,580,583
"per 1000 inhabitants","Passenger cars","Greece",..,..,209,220,234,250,272,296,315,334,351,372,392,..,434,454,462,469,469,468,467,469,472,479,487,492,504,513,527
"per 1000 inhabitants","Passenger cars","Hungary",..,..,217,220,223,216,220,232,244,259,274,280,286,319,324,304,301,298,298,301,307,315,325,338,355,373,390,402,414
"per 1000 inhabitants","Passenger cars","Iceland",..,..,445,465,487,511,545,565,561,563,577,598,633,648,666,657,643,644,646,655,658,664,684,717,749,758,748,736,776
"per 1000 inhabitants","Passenger cars","Ireland",..,..,275,292,310,322,338,347,363,374,383,389,400,417,428,445,435,427,429,427,429,434,439,443,446,449,457,460,460
"per 1000 inhabitants","Passenger cars","Israel",189,197,204,210,215,217,219,226,231,232,..,..,..,..,..,260,264,..,282,287,..,..,..,..,..,338,343,347,..
"per 1000 inhabitants","Passenger cars","Italy",..,..,533,536,540,555,563,572,583,590,598,587,596,604,607,610,611,614,618,616,613,615,620,630,642,652,662,668,673
"per 1000 inhabitants","Passenger cars","Kazakhstan",61,62,65,64,63,64,66,67,71,71,..,..,91,..,..,162,171,189,215,217,215,230,217,214,212,209,203,..,..
"per 1000 inhabitants","Passenger cars","Kyrgyzstan",42,31,43,37,37,39,38,38,38,38,37,39,39,42,44,58,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Latvia",..,..,134,155,177,200,220,235,251,268,284,303,332,370,411,428,422,304,297,304,315,330,343,339,355,367,380,389,403
"per 1000 inhabitants","Passenger cars","Liechtenstein",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,718,725,746,753,764,760,764,768,775,782,783,784,782,779
"per 1000 inhabitants","Passenger cars","Lithuania",..,..,198,218,247,276,309,335,327,343,368,390,438,487,491,522,536,546,566,587,612,411,428,453,480,511,536,560,574
"per 1000 inhabitants","Passenger cars","Luxembourg",..,..,566,571,581,595,610,625,636,643,648,652,659,666,670,670,665,664,665,670,666,668,669,669,676,682,686,686,686
"per 1000 inhabitants","Passenger cars","Malta",..,..,479,437,480,451,471,485,497,510,507,511,527,538,551,561,568,581,594,594,601,612,618,621,623,619,608,598,604
"per 1000 inhabitants","Passenger cars","Monaco",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,682,..,..,..,..,..,..,..,..,..,..,..,..,829
"per 1000 inhabitants","Passenger cars","Montenegro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,288,..,278,284,..,278,..,294,307,328,346,334,352
"per 1000 inhabitants","Passenger cars","Netherlands",..,..,366,374,380,390,401,411,418,424,426,429,435,442,451,459,461,466,471,472,472,473,478,483,489,490,500,504,503
"per 1000 inhabitants","Passenger cars","North Macedonia",145,135,146,143,145,144,144,148,152,152,148,..,124,119,122,129,138,151,152,146,168,180,185,191,194,200,205,207,..
"per 1000 inhabitants","Passenger cars","Norway",379,381,387,379,399,403,407,412,415,419,424,431,439,447,458,461,465,472,480,487,492,497,503,509,515,518,524,546,555
"per 1000 inhabitants","Passenger cars","Poland",..,..,196,210,223,232,243,261,275,288,294,314,323,351,383,422,429,448,470,486,504,520,539,564,586,610,635,655,678
"per 1000 inhabitants","Passenger cars","Portugal",..,..,374,398,423,451,483,511,534,555,..,..,..,..,..,..,..,444,446,405,414,452,456,470,491,514,530,541,547
"per 1000 inhabitants","Passenger cars","Republic of Moldova",38,39,38,40,52,61,64,66,71,74,74,76,81,89,95,103,108,113,120,128,137,144,149,154,166,174,183,..,..
"per 1000 inhabitants","Passenger cars","Romania",..,..,97,106,116,125,133,139,144,137,143,150,158,152,170,196,208,213,215,224,235,246,260,278,306,331,356,378,398
"per 1000 inhabitants","Passenger cars","Russian Federation",78,87,96,104,119,127,134,..,..,..,..,..,178,188,207,226,232,240,255,271,289,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","San Marino",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Serbia",..,..,..,..,..,..,..,..,..,..,..,..,199,204,200,202,224,215,232,240,247,252,..,..,..,..,..,314,..
"per 1000 inhabitants","Passenger cars","Slovakia",..,..,189,197,211,222,229,236,240,247,252,222,242,247,266,286,293,307,324,337,347,360,375,391,409,426,439,447,458
"per 1000 inhabitants","Passenger cars","Slovenia",..,..,351,366,392,411,428,437,444,458,446,456,480,488,502,517,519,518,520,518,518,518,523,531,541,552,558,557,564
"per 1000 inhabitants","Passenger cars","Spain",..,..,358,370,382,399,417,430,445,452,443,456,464,475,481,482,474,476,477,476,473,474,482,493,505,515,521,522,526
"per 1000 inhabitants","Passenger cars","Sweden",409,409,411,413,418,428,439,451,452,453,455,457,460,463,465,464,463,462,466,467,468,473,476,480,482,479,475,477,479
"per 1000 inhabitants","Passenger cars","Switzerland",..,..,455,458,465,471,481,489,498,504,508,512,516,518,520,519,515,520,526,532,534,535,538,540,548,548,547,548,548
"per 1000 inhabitants","Passenger cars","Tajikistan",36,..,..,28,27,26,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Turkiye",44,47,50,52,56,..,64,69,70,70,70,80,84,89,92,96,98,103,109,115,122,128,135,143,150,152,151,157,..
"per 1000 inhabitants","Passenger cars","Turkmenistan",54,..,..,53,..,..,..,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","Ukraine",82,85,90,96,100,103,..,..,..,..,..,..,118,..,..,138,145,148,151,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Passenger cars","United Kingdom",369,376,378,392,402,409,420,426,436,446,452,463,468,458,460,459,454,453,450,451,..,..,465,470,472,474,..,..,476
"per 1000 inhabitants","Passenger cars","United States",644,725,729,738,733,735,743,752,776,766,765,778,783,461,459,458,631,614,402,354,358,357,353,351,343,340,..,317,..
"per 1000 inhabitants","Passenger cars","Uzbekistan",39,44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,62,64,65,67,70,73,83,91
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Albania",..,..,2,2,3,3,3,5,7,7,7,8,10,..,..,..,..,..,..,..,..,..,..,2,2,2,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Andorra",..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Armenia",3,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Austria",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Azerbaijan",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,..,3,3,3,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Belarus",3,3,4,4,..,..,..,..,..,..,..,..,1,..,..,5,5,5,5,5,5,5,5,5,5,5,5,..,5
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Belgium",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Bosnia and Herzegovina",..,0,0,0,..,..,..,..,..,..,..,..,1,..,..,1,..,1,1,1,1,1,1,..,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Bulgaria",..,..,5,5,5,5,5,5,6,6,6,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Canada",2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,..,..,..,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Croatia",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Cyprus",..,..,4,4,4,4,4,4,4,4,5,0,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Czechia",..,..,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Denmark",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Estonia",..,..,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Finland",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4
"per 1000 inhabitants","Motor coaches, buses and trolley bus","France",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Georgia",..,..,3,3,3,3,5,5,6,6,7,8,8,9,10,11,..,13,13,14,14,14,14,14,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Germany",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Greece",..,..,2,2,2,2,3,3,3,3,3,2,2,..,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Hungary",..,..,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Iceland",..,..,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,9,9,9,9,8,10
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Ireland",..,..,1,2,2,2,2,2,2,2,2,2,2,..,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Israel",2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,..,..,..,..,..,..,..,..,4,4,4,4,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Italy",..,..,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,..,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Kazakhstan",..,3,3,3,2,2,2,2,2,2,2,..,4,2,2,6,..,6,6,6,6,6,6,5,5,5,5,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Kyrgyzstan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,..,..,..,..,..,..,..,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Latvia",..,..,7,7,8,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Liechtenstein",..,..,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Lithuania",..,..,5,4,4,4,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Luxembourg",..,..,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Malta",..,..,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Monaco",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,1
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Montenegro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2,2,2,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Netherlands",..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"per 1000 inhabitants","Motor coaches, buses and trolley bus","North Macedonia",1,1,1,1,1,1,1,1,1,1,1,..,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Norway",7,7,7,8,8,8,8,8,8,8,7,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Poland",..,..,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Portugal",..,..,1,2,2,2,2,2,2,2,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,2,2,1,2
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Republic of Moldova",2,2,2,2,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,..,..
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Romania",..,..,2,2,2,2,2,2,2,2,2,..,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
"per 1000 inhabitants","Motor coaches, buses and trolley bus","Russian Federation",..,3,4,4,4,4,4,3,5,5,5,5,5,6,6,6,6,6,6,7,6,..,..,..,..,..,..,..,..
